X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,Y
46,8,55,148,450,6,113,9,2,4,55,148,450,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,60,220,55,1665,5,538,8094,42,17833,11,141,1942,1,2962,9669,10,160,34,11339,3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,14277,4,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,223,44,117,574,6,1,51,459,2,218,223,44,117,5824,47,45,6,70,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,61,2772,4155,1,17856,15697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,262,2377,11,7,199,921,8,87,14,291,3603,1,722,11107,50,1,487,1632,5,38,458,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,229,70,23,3192,72,1554,75,130,2067,26,114,2,1034,6,666,1385,10,1066,18362,1290,4,9373,7087,11,6869,393,5,6209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,162,2281,390,2,696,1280,5,3,451,318,661,228,7,6640,15,3,2443,2486,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,14,91,98,6,133,294,35,1,7926,981,10,1,143,49,759,1146,15,754,5,2385,2,2024,2637,4,3464,7169,5236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6869,5,3,112,4,469,321,44,162,26,126,163,32,864,34,7007,2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1379,2,147,959,47,800,58,18225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4671,2,14762,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4733,985,212,5412,6312,2126,4,1460,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,7,55,643,52,1,4581,5,10104,8,82,67,3,1603,5,1651,2,1119,8,398,5,1510,657,2,1,1049,268,7036,17992,102,2154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1286,7,2065,2,1,2126,6663,4,923,2504,2,1,583,2190,495,2,1,308,2359,2,1,116,12,2633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,199,2253,8,85,2,65,8,108,85,2,4,4859,4768,2947,15,1,366,65,31,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3880,7,10864,5,1,2223,12705,11782,122,237,7,559,2,4,44,237,7,44,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1080,243,60,903,1,175,26,1,59,1677,108,4208,315,2,13,699,9,188,22,24,275,26,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2690,10,449,3,9453,427,10,819,1067,2,3,5539,16708,338,1910,26,69,5,78,85,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,8,63,11,480,63,2,4,857,1492,2,1,1768,4591,3477,29,9999,10,959,47,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,67,166,745,34,76,6991,2,531,5,1,1927,181,175,7,20,1278,2329,528,6,22,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,21,250,11,4487,3038,31,6453,1028,6775,10,18496,6,7738,2779,2776,2,1218,8844,21,113,3673,10,2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,2440,4177,4,3279,4137,15704,32,34,3,3576,2,4,32,469,1311,34,4606,2,13,205,2244,2262,53,23,6672,201,35,1,10161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8,87,6,1319,15423,15,1,279,2,9647,1446,11,3192,4113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3936,4900,557,5,1,322,42,1203,11,141,276,3,32,1057,143,57,3864,987,10,38,8932,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,185,2,17712,7542,8,67,11546,7,1,66,8,1540,13,6485,3954,15,1,7153,9009,46,8,55,2169,256,2,4,68,558,2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,28,93,1650,3970,156,1,1674,1650,4,3,1163,775,98,16,2025,107,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,18,11,2,196,34,1926,420,1,13297,2,32,42,160,16624,19,69,104,2272,6809,2,2282,3251,10,2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,659,16794,15,9021,7995,4,1548,55,18,4489,26,14139,15991,13298,2,1,304,578,461,4448,8718,156,11590,4,15516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,3,108,85,1240,386,461,5,2194,527,43,135,1,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,7,45,8,871,10,123,138,10,17,18,4,2,12040,2,1,18,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,27,1378,7024,318,168,731,3,1401,119,182,23,1333,201,35,136,2858,2,881,4,10585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,366,151,5,2458,1,27,210,229,407,4743,161,6595,4,16388,10991,315,340,6,2182,15998,12,3831,26,72,3380,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,86,22,3,9330,1764,2,13,1696,7,3,5183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,461,1302,29,50,46,1,851,5,2497,4,1350,8548,4,1942,73,1,166,121,108,1689,1,2824,29,416,12,63,1,411,2,9,7,15,54,5,191,227,2,7,1,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8,525,19,179,10,1,209,329,2,13,9,144,13062,189,10561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,11,3,18,30,5594,7,25,1,219,166,12,3,51,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2,9,53,193,24,4136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,5184,4,1158,1575,378,7,23,376,6,17648,1,2127,348,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14845,17,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,10260,1061,6,570,3,43,30,3,172,48,1073,38,1147,2,284,249,23,65,49,70,9,2,314,5,1427,85,641,624,12,2245,7557,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6342,3648,31,298,13477,481,1,8507,1075,5,1,15794,1238,4,9,8,36,125,38,2499,3239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,1069,5565,4625,4,1774,2505,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,25,5732,11,21,317,113,9,2,1463,21,130,1,151,5,981,48,31,202,123,13992,18161,14,5,1,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,1,14,9198,33,123,418,2,1,1804,11394,7,1,11414,5,1682,10,45,8,915,6,22,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,21,1094,1,6798,14,218,2,21,188,119,28,9,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6048,368,13382,5,3,6629,888,362,328,2,15,36,5,1,3449,5,159,21,343,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8759,614,222,1414,1,1210,5,227,252,8501,2180,2,13,80,3698,4,5515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,61,22,1376,6,3812,72,2042,67,39,163,4,11,53,25,3881,1,4546,17593,2968,24,1,5189,2633,842,12,65,13713,103,6,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,618,1,82,5,1721,2660,12,3,2854,2541,455,567,26,3,18078,1489,801,7,6,37,62,336,5,1,2154,11,1646,10,2371,16,1559,8559,6,1,3248,11,7,1901,2308,3281,1,9701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,460,62,2436,4,4494,6186,2,13,5028,10,19,1870,16,1271,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,1409,29,304,4,138,1365,3,1038,8454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,84,37,8027,3,11814,161,1,4939,6,307,6859,8,564,16,1,239,2,42,6,2032,869,8,9229,39,41,97,2642,6,3,1696,15,150,2,505,2,4,2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,54,266,2,1,2180,29,46,13,20,7213,6,2929,433,1,7460,5,102,64,4293,4391,8,14,35,320,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,554,2,11989,121,33,1,4635,156,2752,10420,4,72,1010,6337,9,8,144,412,873,4,12888,44,56,59,6,13236,6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4764,2,2730,11973,374,11,83,4837,8,617,4489,253,7547,26,2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,2,27,3684,519,3227,1933,35,1360,237,486,6,369,2,1407,8054,2,13,102,92,16,1,13037,2935,67,16579,102,7413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8,3,14,11,4700,24,19,882,2,4,6251,108,53,23,1186,1,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,7,3,4275,2,1840,1516,18,318,1808,979,91,131,18455,6,34,1,14,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,1912,28,636,5,9,18057,2905,34,6628,8542,4726,8121,2,41,1730,17,7,3,4275,18,11,364,23,562,1,1886,5,59,9,8,3,1423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,129,10,1,2750,7,100,2,13,40,21,3580,50,24,1,6244,996,5,1,8490,8,17,27,111,17005,21,16,797,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7151,1,155,8,18704,4,54,2168,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277,2,16,27,450,42,147,2,967,353,52,3,4187,109,8497,104,189,11,2,9,49,222,739,4,1557,44,85,2,13,729,6,62,814,1537,206,4,634,416,116,2,9,8,25,3,1880,1099,0,0,0,0,0,0,0,0,0,0,0
15752,91,6535,7843,8,10962,16,236,10,2394,65,31,25,14197,11,515,7,45,1,101,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1534,1921,5,3,58,11,182,23,108,22,3136,12,47,5,17,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4822,7774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,7,3,6558,5,1,332,4,57,12,1831,223,201,44,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18521,1,16149,5,1,1903,1827,493,15,1,9683,5,328,4183,1,7165,6,878,3,444,2332,4,895,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2386,1696,7,1,405,5,18,11,14310,192,502,35,153,2989,6,113,147,1542,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,9,8,147,10399,107,18,21,130,189,2,46,8,55,131,14,34,240,442,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,45,7,1,256,95,3377,5070,6537,707,329,10,3,5051,18,6542,2,2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,7,1840,1516,245,33,19,14063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,9,8,36,2765,2,1012,967,7,755,352,81,9,8,24,955,1311,2,140,2,17,7901,379,445,630,9260,28,3,15519,18192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,100,101,37,3,977,8189,62,2,28,2051,2,3601,4895,331,28,1,6458,2,63,2716,275,2523,2683,5,2091,236,52,1,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,43,7,4077,839,2,13,128,59,1180,1734,7693,14935,9,15,5589,1401,5,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,113,779,199,921,2775,4,1789,6,2194,527,43,268,4233,2383,76,2594,3,93,11,419,7,71,190,490,93,11,419,7,1941,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13740,4,1931,5094,6,1904,18032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2167,4311,4191,5,6362,67,15610,1,124,181,894,1060,7,186,4,51,7,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,117,2,1,14,630,760,28,1057,4449,5302,15,3,2133,775,462,1831,5,841,312,3659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1939,5,9482,6716,2,33,254,12,12754,26,17,693,269,7725,2,29,1655,6,3584,3,277,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,5,4314,13222,3,1041,287,43,2,1,14,8,32,1407,6,413,1,409,15230,7829,10009,13,45,30,1,4146,134,126,48,343,698,28,6,232,3,388,176,30,3,10314,186,785,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,305,2,152,1009,14,30,3,305,2,152,1009,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5294,4130,31,3,6694,3220,2,13,36,10,36,9,8,3,211,160,3115,34,9,846,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,138,7,44,1034,4,4958,6,22,71,42,1231,56,5,1,59,2,4,4231,53,23,298,3785,1,125,1,584,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,2,540,4,12,4112,12,2786,8,2309,2,686,564,4622,3356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1088,156,4430,556,2527,4,517,556,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18,7,1077,135,2162,9543,42,773,45,8,745,7,11,12257,713,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,193,1561,5679,1,5214,2,3,56,1251,14,15,3,2828,1242,4,20,1046,137,2032,869,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,2,3393,516,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8,1,151,5,18,11,480,50,15276,1784,361,281,712,4553,16,55,450,134,34,1,443,11,9,8,10,426,96,63,2,393,93,15,1705,3446,4,7,18408,14229,169,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2799,1518,5,3,18,986,24,1265,2,3819,11150,4087,60,133,9,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,6,22,3826,5,134,2,131,122,2,365,2091,2,89,66,4321,9709,13670,9277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131,8412,1,14,15,1789,2,12577,2,11804,2,4,1352,1568,2,13,102,333,508,361,4,3871,2981,4155,5,124,593,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8,574,3161,4,3161,6,3329,1,443,11,181,7,23,2415,15,88,2,1446,9,8,2415,33,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,37,74,131,103,12,3,180,2,15,160,5,307,3058,8,1955,6252,4,32,5,38,154,5,2802,4,5166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,51,391,613,6,70,38,42,102,115,16377,16,1543,9,91,23,2093,1989,65,1061,6,6765,38,695,15,13,1809,9,141,12,63,37,74,411,1075,14838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,8,3240,35,68,171,6,127,60,432,7930,24,32,34,3,168,2578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,766,4,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,380,5,11765,13832,1519,1529,1459,1,14,164,32,28,3,328,5,18709,33,3,7487,5408,34,3,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,112,1058,7,221,783,11763,350,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,29,478,15,3,1164,3611,11,2,761,358,2,7,7563,3983,4,4205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5363,4891,957,6,70,44,118,227,10,17,43,30,4746,2,11733,2,6599,2,820,2,3210,362,4,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,84,23,22,195,8027,69,5,8687,2085,174,42,4183,14774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,9105,123,368,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,10670,219,6064,5008,88,35,707,19,403,911,2,4,1,12635,9437,7052,53,23,90,10,3,377,2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,1067,4,8039,546,4760,1,3358,11,1,621,5,1718,1564,190,1,18,60,1572,163,433,19,1064,2866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,8,55,8987,1,443,11,17,1956,2202,1,826,5,1,513,451,2,4,57,11,5,1,654,7802,8521,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,491,2,267,4830,421,14,11,31,49,77,322,4,51,215,6,73,9,186,2,13,7,205,3414,327,26,1,940,4,380,5,1791,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,4516,2,48,249,20,725,599,1514,15131,4,4118,1484,10,4759,2,222,44,3903,10,38,192,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,7,20,183,839,4715,6,1,69,11,123,770,2229,1336,8,138,9974,7,404,35,653,2,12,40,9,97,3124,88,52,905,11,79,130,25,203,3,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2766,2130,95,127,843,190,79,187,514,202,1,13173,6,1,2498,5,1,5082,4,3645,4,9,91,131,1,128,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10985,2261,483,1829,379,349,2,57,12,9,999,1017,156,296,12,1941,2,2314,4,4309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,17,7,20,1392,5,1,1346,5,493,11,779,17388,8,7971,7,1799,6,4718,19,17645,6,2,218,659,9,8,59,6,9552,2458,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,3052,10,3,4056,1085,156,10625,2761,12294,591,4,4714,3363,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,39,56,71,12,3088,1362,671,2,9,8,178,5,4275,27,5296,2,25,177,469,2,4,3,1407,362,17521,11,801,12368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
